URL_IDENTIFICATION,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,CONTENT_LENGTH,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
A0_54,43,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,America,Utah,24 May 2000,25 May 2016,23,0,2,3970,27,29,4434,12548,29,6,1
A0_64,43,iso-8859-1,11,Apache/1.3.27 (Unix) PHP/4.4.1,NaN,NaN,NaN,03 March 2000,08 December 2015,10,0,5,925,12,12,1079,1399,12,2,1
A0_9,43,ISO-8859-1,10,DOSarrest,NaN,America,Washington,23 June 2003,02 January 2017,8,0,1,1045,9,10,1209,2806,10,2,1
A0_95,43,UTF-8,10,Apache,7550,America,CA,03 August 2004,04 August 2016,11,0,1,883,13,13,1037,8893,13,2,1
M4_75,43,UTF-8,10,nginx/1.12.0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,0,0,124,0,0,1
M0_1005,43,us-ascii,8,Microsoft-HTTPAPI/2.0,324,America,WA,14 May 2002,03 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1010,43,utf-8,9,nginx + Phusion Passenger,NaN,America,FL,03 June 2000,05 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1112,43,ISO-8859-1,9,Apache,NaN,Australia,Queensland,22 March 2006,22 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1177,43,ISO-8859-1,9,nginx,NaN,America,WA,26 April 2001,15 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_120,43,iso-8859-1,8,Apache,236,America,ca,09 May 2004,24 April 2017,16,0,1,1151,19,18,1305,24455,18,2,0
M0_1335,43,ISO-8859-1,8,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,NaN,America,GA,05 November 1997,05 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1420,43,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_180,43,utf-8,8,nginx,NaN,GB,Peterborough,08 December 1995,04 April 2014,15,6,5,1528,21,21,1988,3023,21,6,0
M0_2008,43,UTF-8,7,Apache,NaN,America,CA,27 June 2001,03 March 2017,15,3,4,1110,4,15,1110,244,15,0,0
M0_2036,43,UTF-8,9,mw2236.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,29,10,11,2022,12,29,2022,803,29,0,0
M0_206,43,us-ascii,7,Microsoft-HTTPAPI/2.0,324,NaN,NaN,13 November 2002,13 November 2016,39,9,5,4044,39,43,4420,44173,43,4,0
M0_2070,43,utf-8,8,nginx/1.1.19,13089,NaN,NaN,09 December 1996,09 October 2015,4,3,2,408,7,4,408,448,4,0,0
M0_2188,43,utf-8,9,Apache/2.2.15 (CentOS),19724,America,Arizona,30 January 1996,01 February 2017,4,3,2,420,6,4,420,366,4,0,0
M0_2194,43,UTF-8,9,mw2101.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,9,5,6,750,8,9,750,502,9,0,0
M0_236,43,UTF-8,9,Apache,NaN,United Kingdom,UK,27 February 1996,27 January 2016,33,1,4,2756,37,37,3032,41938,37,4,0
M0_242,43,utf-8,9,Varnish,389,America,CA,16 July 1999,29 March 2013,83,2,3,6008,107,87,6312,147266,87,4,0
M0_271,43,UTF-8,8,Apache,NaN,America,Arizona,23 June 2006,24 June 2016,84,13,6,7403,71,86,7549,117282,86,2,0
M0_324,43,ISO-8859-1,9,NaN,6744,NaN,NaN,28 November 1999,09 September 2013,22,3,8,2267,31,28,2701,9811,28,6,0
M0_331,43,ISO-8859,12,Apache,5653,NaN,NaN,25 September 2000,23 November 2015,8,0,3,803,12,12,1097,2190,12,4,0
M0_354,43,us-ascii,8,Microsoft-IIS/7.5,324,NaN,NaN,26 September 2003,17 June 2016,25,2,6,2444,17,31,2874,1984,31,6,0
M0_43,43,ISO-8859-1,9,cloudflare-nginx,NaN,Canada,Quebec,10 April 2002,09 June 2016,20,4,7,1511,21,22,1663,14430,22,2,0
M0_553,43,utf-8,10,nginx,NaN,America,NY,23 March 1995,03 March 2017,23,15,9,2479,24,27,2743,6085,27,4,0
M0_612,43,us-ascii,7,Microsoft-HTTPAPI/2.0,324,America,PA,05 June 2003,26 November 2014,17,7,3,2715,20,23,3187,20139,23,6,0
M0_667,43,ISO-8859-1,7,Apache,497,GB,NaN,11 November 2006,26 October 2016,45,3,7,4178,50,51,4646,44810,51,6,0
M0_759,43,UTF-8,7,GSE,20592,America,CA,31 July 2000,29 June 2016,64,5,13,6081,71,69,6463,63457,69,4,0
M0_782,43,UTF-8,10,Resin/3.1.8,NaN,America,FL,20 April 1995,07 March 2013,0,0,0,0,0,0,0,0,0,0,0
M0_885,43,UTF-8,9,mw2164.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_989,43,utf-8,10,Microsoft-IIS/8.5,4816,America,CO,03 May 2015,04 May 2016,0,0,0,0,0,0,0,0,0,0,0
A0_49,44,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,America,Utah,24 May 2000,25 May 2016,22,0,2,3444,24,28,3908,9819,28,6,1
M0_1055,44,utf-8,10,nginx/1.6.2,8219,America,CO,04 February 2005,21 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1097,44,ISO-8859-1,8,nginx,NaN,America,WA,08 April 1996,18 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1111,44,iso-8859-1,11,Apache,334,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_1180,44,utf-8,9,ATS,634,America,CA,18 January 1995,26 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1213,44,UTF-8,9,mw2242.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1230,44,UTF-8,9,nginx,NaN,America,NY,16 September 1996,05 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1405,44,us-ascii,7,Microsoft-HTTPAPI/2.0,324,America,PA,05 June 2003,26 November 2014,0,0,0,0,0,0,0,0,0,0,0
M0_190,44,ISO-8859-1,8,nginx,NaN,America,WA,08 April 1996,18 November 2016,19,0,2,1809,23,23,2125,26805,23,4,0
M0_2055,44,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,NaN,Australia,NaN,20 July 2006,05 March 2013,17,7,6,1242,13,17,1242,962,17,0,0
M0_2090,44,ISO-8859-1,9,nginx,1511,America,Ohio,08 January 2004,03 January 2017,6,4,3,640,8,6,640,606,6,0,0
M0_2139,44,ISO-8859-1,11,NaN,1819,America,CA,02 November 2002,02 February 2017,5,3,2,498,7,5,498,438,5,0,0
M0_2140,44,utf-8,10,Apache,45958,Canada,ON,09 December 2003,22 October 2016,6,6,3,540,8,6,540,539,6,0,0
M0_2151,44,UTF-8,9,mw2175.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,39,19,10,2742,5,39,2742,306,39,0,0
M0_2257,44,UTF-8,7,Apache,NaN,America,Arizona,12 March 2008,19 May 2016,14,7,12,1092,15,14,1092,970,14,0,0
M0_226,44,ISO-8859-1,8,Microsoft-IIS/7.5,11,America,WA,13 September 2000,29 August 2016,40,6,5,4203,42,42,4365,47931,42,2,0
M0_235,44,us-ascii,9,Microsoft-HTTPAPI/2.0,324,America,UT,05 February 1999,16 June 2014,26,10,6,2512,33,32,2982,7155,32,6,0
M0_239,44,UTF-8,9,mw2107.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,40,35,2,5987,48,48,6595,38230,48,8,0
M0_277,44,UTF-8,9,mw2190.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,37,32,2,5805,41,45,6413,40585,45,8,0
M0_289,44,utf-8,9,Apache,44446,Canada,ON,09 December 2003,22 October 2016,157,2,5,11053,176,159,11211,284743,159,2,0
M0_311,44,iso-8859-1,9,Apache,338,NaN,NaN,NaN,NaN,9,0,2,870,12,11,1020,5876,11,2,0
M0_316,44,iso-8859-1,8,Apache/2,345,America,FL,10 May 2000,11 October 2016,12,4,3,972,16,14,1118,15901,14,2,0
M0_408,44,ISO-8859-1,9,NaN,674,America,California,28 November 1999,09 September 2013,15,0,6,1556,20,21,1988,9023,21,6,0
M0_436,44,utf-8,9,nginx + Phusion Passenger,NaN,America,FL,03 June 2000,05 May 2016,29,16,7,2326,25,33,2626,3623,33,4,0
M0_49,44,UTF-8,8,Apache/2.4.6 (CentOS),25825,America,CA,25 January 1995,05 December 2013,71,1,6,5647,79,79,6295,120385,79,8,0
M0_51,44,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,23,6,9,1942,25,27,2222,15275,27,4,0
M0_550,44,ISO-8859-1,9,nginx/1.13.0,NaN,France,NaN,05 October 2005,21 May 2015,6,0,1,672,8,8,834,1381,8,2,0
M0_557,44,ISO-8859-1,9,nginx,1501,America,Ohio,08 January 2004,03 January 2017,53,21,8,7834,53,61,8472,22947,61,8,0
M0_616,44,utf-8,8,nginx,10198,America,New York,28 June 2006,01 February 2013,17,12,4,2401,23,23,2827,19291,23,6,0
M0_617,44,ISO-8859-1,10,Apache/2.4.25,360,America,CO,25 June 1997,26 March 2017,16,3,4,1480,23,20,1776,10665,20,4,0
M0_633,44,iso-8859-1,9,barista/5.1.3,16525,America,CA,09 January 1998,04 January 2017,10,0,5,1197,15,14,1503,1424,14,4,0
M0_641,44,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,18,0,3,2274,21,22,2554,31811,22,4,0
M0_733,44,ISO-8859-1,9,NaN,6746,America,California,28 November 1999,09 September 2013,20,4,6,2097,23,24,2381,9280,24,4,0
M0_832,44,UTF-8,9,mw2103.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_833,44,us-ascii,8,Microsoft-HTTPAPI/2.0,324,Canada,ON,17 March 2000,17 January 2016,0,0,0,0,0,0,0,0,0,0,0
M0_993,44,us-ascii,8,Microsoft-IIS/7.5,324,America,California,26 September 2003,17 June 2016,0,0,0,0,0,0,0,0,0,0,0
M1_2,45,ISO-8859-1,10,Apache,NaN,NaN,NaN,09 October 2016,NaN,4,0,2,531,6,6,681,494,6,2,1
M0_10,45,iso-8859-1,8,nginx,326,NaN,NaN,29 February 2008,21 February 2017,7,0,2,1088,10,11,1440,7650,11,4,0
M0_1062,45,UTF-8,9,nginx/1.11.2,10273,America,MI,18 May 2001,19 March 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1083,45,ISO-8859-1,9,NaN,6748,NaN,NaN,28 November 1999,09 September 2013,0,0,0,0,0,0,0,0,0,0,0
M0_1085,45,ISO-8859-1,9,Squeegit/1.2.5 (3_sir),NaN,America,MA,29 September 1994,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1140,45,ISO-8859-1,8,Microsoft-IIS/8.5,1245,America,FL,30 October 2002,06 July 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1192,45,ISO-8859-1,10,Apache,6264,NaN,NaN,19 December 2000,16 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1232,45,ISO-8859-1,10,Microsoft-IIS/7.5,1245,America,CT,13 May 1998,17 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1238,45,ISO-8859-1,9,cloudflare-nginx,NaN,America,Arizona,09 August 2009,17 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1262,45,iso-8859-1,7,Apache/2.4.25 (Debian),185,America,MA,29 July 2007,09 July 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1272,45,UTF-8,7,Apache,4764,America,Arizona,15 July 2009,20 April 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1318,45,us-ascii,8,Microsoft-HTTPAPI/2.0,324,NaN,NaN,27 September 2000,10 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1343,45,utf-8,8,AmazonS3,365,America,Arizona,13 July 2001,26 April 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1411,45,UTF-8,11,mw2192.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_158,45,UTF-8,11,Apache,3042,America,CA,20 October 1998,04 December 2013,14,0,7,1201,17,18,1495,4922,18,4,0
M0_2204,45,utf-8,8,ECD (fll/0790),41547,America,NY,10 March 2005,07 March 2017,8,4,3,660,6,8,660,476,8,0,0
M0_2259,45,UTF-8,11,Pagely Gateway/1.5.1,NaN,America,Minnesota,08 August 2001,09 November 2015,10,9,8,780,12,10,780,805,10,0,0
M0_266,45,utf-8,9,nginx/1.10.3,39,Netherlands,NOT APPLICABLE,27 November 2002,21 November 2016,4,0,2,541,7,6,689,579,6,2,0
M0_288,45,utf-8,9,Apache,44447,Canada,ON,09 December 2003,22 October 2016,185,0,2,13834,263,187,13992,488313,187,2,0
M0_315,45,UTF-8,9,mw2101.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,47,41,4,6464,53,55,7072,39038,55,8,0
M0_317,45,iso-8859-1,8,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,226,America,Missouri,28 September 2007,28 March 2017,44,0,2,4044,46,46,4204,82259,46,2,0
M0_406,45,iso-8859-1,10,Apache/2.4.25 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.6.30,217,NaN,NaN,NaN,NaN,28,2,5,3409,19,30,3565,18392,30,2,0
M0_467,45,ISO-8859-1,10,NaN,12368,America,CA,09 January 1998,04 January 2017,32,5,9,2595,34,36,2881,15941,36,4,0
M0_485,45,UTF-8,9,mw2097.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,55,43,7,10205,56,69,11305,38894,69,14,0
M0_509,45,UTF-8,9,mw2239.codfw.wmnet,4695,America,CA,13 January 2001,12 December 2015,40,35,2,4590,54,46,5046,84636,46,6,0
M0_541,45,utf-8,10,ATS,636,America,CA,18 January 1995,26 August 2015,46,22,8,5308,51,54,5902,40052,54,8,0
M0_585,45,iso-8859-1,8,Apache,191,Australia,VIC,12 March 2009,18 April 2017,3,0,1,198,3,3,198,186,3,0,0
M0_608,45,UTF-8,9,Apache,23771,America,MA,08 November 1993,12 October 2015,19,0,2,1801,25,23,2097,26643,23,4,0
M0_683,45,utf-8,10,NaN,14947,America,NY,25 July 1998,05 March 2017,19,0,3,1816,22,23,2104,12138,23,4,0
M0_686,45,ISO-8859-1,9,Apache,NaN,Australia,Queensland,22 March 2006,22 March 2017,70,3,8,5631,65,77,6091,82281,77,6,0
M0_691,45,us-ascii,9,Microsoft-HTTPAPI/2.0,324,America,UT,05 February 1999,16 June 2014,28,10,9,2683,33,36,3307,11690,36,8,0
M0_724,45,UTF-8,10,mw2233.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,33,29,2,5852,39,42,6460,37285,42,8,0
M0_725,45,ISO-8859-1,8,Apache,NaN,America,Washington,16 November 1999,05 November 2016,26,16,5,3891,35,34,4567,37000,34,8,0
M0_730,45,iso-8859-1,9,nginx,NaN,America,WA,20 July 1998,21 February 2017,8,0,2,805,11,12,1099,1087,12,4,0
M0_74,45,windows-1252,9,fbs,NaN,America,WA,07 April 2003,01 November 2013,15,0,2,2730,23,19,3046,9605,19,4,0
M0_766,45,UTF-8,7,nginx/1.12.0,9194,America,NY,04 June 2009,04 May 2016,9,0,5,1197,11,14,1537,1532,14,4,0
M0_798,45,UTF-8,10,ATS,6560,Canada,ON,29 November 2000,21 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_847,45,ISO-8859-1,10,cloudflare-nginx,NaN,Netherlands,Noord-Holland,03 February 1999,04 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_871,45,ISO-8859-1,9,NaN,6746,America,California,28 November 1999,09 September 2013,0,0,0,0,0,0,0,0,0,0,0
M0_895,45,UTF-8,9,mw2175.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_919,45,UTF-8,8,NaN,NaN,NaN,NaN,18 October 2000,29 January 2017,0,0,0,0,0,0,0,0,0,0,0
A0_117,46,UTF-8,11,nginx,649,NaN,NaN,NaN,NaN,11,0,3,1274,14,15,1562,3132,15,4,1
A0_82,46,ISO-8859-1,12,nginx/1.12.0,221,America,CALIFORNIA,06 October 2005,06 October 2016,7,0,2,742,10,9,890,1263,9,2,1
M0_112,46,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,63,59,2,8062,76,75,8950,82775,75,12,0
M0_1143,46,UTF-8,11,mw2199.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1201,46,iso-8859-1,9,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,231,NaN,NaN,22 September 2009,23 April 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1220,46,UTF-8,9,nginx/1.4.6 (Ubuntu),NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_1221,46,ISO-8859-1,9,Microsoft-IIS/7.5,11,America,WA,13 September 2000,29 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_123,46,UTF-8,11,mw2255.codfw.wmnet,4698,America,CA,13 January 2001,12 December 2015,46,42,2,6883,54,54,7491,38056,54,8,0
M0_124,46,ISO-8859-1,9,Apache,2393,America,NY,18 January 1994,21 October 2016,29,14,4,3416,35,35,3858,17574,35,6,0
M0_1270,46,UTF-8,10,Pagely Gateway/1.5.1,NaN,America,Minnesota,08 August 2001,09 November 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1314,46,iso-8859-1,8,NaN,21,America,VA,13 September 1996,16 July 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1333,46,ISO-8859-1,9,nginx,NaN,America,Arizona,21 July 2008,18 April 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1397,46,utf-8,9,nginx,NaN,America,NY,23 March 1995,03 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_2016,46,UTF-8,8,Apache/2.4.7 (Ubuntu),22479,America,WA,30 January 2007,28 December 2016,7,6,4,606,8,7,606,496,7,0,0
M0_2153,46,iso-8859-1,10,Apache,344,Japan,Osaka,11 March 2017,24 April 2017,5,3,3,498,8,5,498,504,5,0,0
M0_2222,46,UTF-8,10,Apache/2.4,NaN,America,Maryland,25 August 2004,26 August 2016,20,6,10,1392,12,20,1392,766,20,0,0
M0_2253,46,UTF-8,11,NaN,NaN,America,PA,16 May 2001,13 May 2015,7,4,3,582,8,7,582,596,7,0,0
M0_2302,46,UTF-8,9,mw2228.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,6,4,4,564,8,6,564,504,6,0,0
M0_234,46,UTF-8,9,ATS,17810,America,CA,22 November 2003,01 May 2014,50,40,5,5894,73,58,6478,69918,58,8,0
M0_237,46,UTF-8,8,Apache,193,America,PA,14 October 2016,14 October 2016,7,0,2,680,10,11,1002,1363,11,4,0
M0_270,46,utf-8,11,ATS,630,America,CA,18 January 1995,26 August 2015,38,13,10,4509,52,48,5267,35953,48,10,0
M0_29,46,utf-8,10,nginx/1.10.1 + Phusion Passenger 5.0.30,NaN,America,Nevada,15 December 2004,25 February 2015,24,2,10,3146,30,28,3442,4258,28,4,0
M0_292,46,utf-8,9,NaN,7758,America,NY,26 July 1995,21 July 2016,127,0,3,8942,144,131,9242,233106,131,4,0
M0_304,46,ISO-8859-1,8,nginx,2886,NaN,NaN,22 April 1999,09 September 2016,74,0,2,18084,96,78,18384,113453,78,4,0
M0_306,46,ISO-8859-1,10,nginx,1510,America,Ohio,08 January 2004,03 January 2017,20,2,6,3089,24,24,3391,7088,24,4,0
M0_439,46,UTF-8,8,nginx,NaN,America,CA,26 May 2006,08 September 2016,15,8,6,2218,18,19,2546,5203,19,4,0
M0_477,46,ISO-8859-1,12,NaN,1819,America,CA,02 November 2002,02 February 2017,70,21,7,9463,80,80,10217,133235,80,10,0
M0_506,46,utf-8,10,openresty,NaN,America,California,06 August 2002,15 October 2015,22,18,1,3331,27,28,3739,62295,28,6,0
M0_525,46,ISO-8859-1,11,nginx,1511,America,Ohio,08 January 2004,03 January 2017,44,11,7,6306,38,50,6780,22528,50,6,0
M0_542,46,utf-8,10,Apache,66804,America,MO,20 May 1996,24 October 2016,44,2,7,3516,36,48,3808,33488,48,4,0
M0_55,46,ISO-8859-1,10,nginx,1519,America,Ohio,08 January 2004,03 January 2017,21,0,3,4103,30,25,4405,16662,25,4,0
M0_555,46,iso-8859-1,12,Apache,235,NaN,NaN,NaN,NaN,12,0,3,1351,15,16,1641,9692,16,4,0
M0_565,46,ISO-8859-1,10,nginx,166,NaN,NaN,07 March 2000,23 March 2017,25,0,4,2115,30,29,2479,17150,29,4,0
M0_602,46,UTF-8,8,cloudflare-nginx,NaN,Philippines,NaN,08 July 2000,05 March 2016,12,0,3,1716,17,16,2012,11285,16,4,0
M0_64,46,ISO-8859-1,10,Microsoft-IIS/8.5,8745,NaN,NaN,NaN,NaN,28,0,3,4364,22,30,4498,22879,30,2,0
M0_687,46,UTF-8,10,Apache,NaN,NaN,NaN,NaN,NaN,15,5,11,1244,23,17,1384,1616,17,2,0
M0_689,46,us-ascii,8,cloudflare-nginx,NaN,America,Arizona,03 December 1999,06 October 2015,22,16,8,3094,27,26,3414,7809,26,4,0
M0_727,46,iso-8859-1,8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,333,America,MI,15 November 1998,23 December 2011,125,0,1,8528,145,129,8856,231799,129,4,0
M0_736,46,UTF-8,7,GSE,6984,America,CA,31 July 2000,29 June 2016,33,1,5,3244,41,43,4114,24696,43,10,0
M0_747,46,UTF-8,9,Apache/2.2.15 (CentOS),10303,Australia,New South Wales,08 January 2009,09 January 2017,197,0,3,13622,255,200,13794,486769,200,2,0
M0_753,46,UTF-8,10,mw2165.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,38,26,12,4376,47,44,4832,40918,44,6,0
M0_822,46,UTF-8,10,nginx,NaN,Panama,PANAMA,11 November 2007,18 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_873,46,ISO-8859-1,9,NaN,784,America,California,28 November 1999,09 September 2013,0,0,0,0,0,0,0,0,0,0,0
M0_889,46,ISO-8859-1,6,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
A0_86,47,ISO-8859-1,11,Apache/2.2.31 (CentOS),NaN,Panama,PANAMA,19 July 2004,06 July 2016,26,11,7,3213,32,34,3821,16931,34,8,1
M0_1037,47,ISO-8859-1,9,cloudflare-nginx,NaN,America,Texas,02 September 2003,18 September 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1122,47,UTF-8,9,nginx,NaN,Panama,PANAMA,11 November 2007,18 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1216,47,ISO-8859-1,9,NaN,NaN,Canada,ON,31 December 1999,17 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1245,47,utf-8,8,nginx/1.13.0,7790,America,Washington,28 August 1998,13 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1286,47,us-ascii,9,Microsoft-HTTPAPI/2.0,324,America,UT,05 February 1999,16 June 2014,0,0,0,0,0,0,0,0,0,0,0
M0_1294,47,ISO-8859-1,8,Apache,7362,Panama,PANAMA,04 October 2003,08 December 2014,0,0,0,0,0,0,0,0,0,0,0
M0_1295,47,UTF-8,9,Server,NaN,America,WA,02 October 2007,31 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1305,47,us-ascii,10,Microsoft-HTTPAPI/2.0,324,America,Nebraska,24 April 2007,25 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1310,47,UTF-8,11,cloudflare-nginx,NaN,America,AL,15 December 2010,27 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1340,47,iso-8859-1,10,Apache/2.0.52 (Red Hat),423,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
M0_1410,47,ISO-8859-1,9,NaN,6748,America,California,28 November 1999,09 September 2013,0,0,0,0,0,0,0,0,0,0,0
M0_153,47,UTF-8,10,NaN,NaN,America,WA,01 June 2001,17 May 2016,32,28,3,4948,35,40,5516,19634,40,8,0
M0_20,47,UTF-8,10,cloudflare-nginx,NaN,NaN,NaN,22 August 2007,24 July 2014,31,3,5,3590,39,35,3886,35687,35,4,0
M0_2005,47,UTF-8,9,Apache,17647,NaN,NaN,26 January 2001,26 March 2017,9,7,5,750,10,9,750,744,9,0,0
M0_2037,47,UTF-8,9,nginx,NaN,Philippines,ILOCOS NORTE R3,06 June 2007,19 December 2015,8,7,4,684,10,8,684,624,8,0,0
M0_2111,47,ISO-8859-1,9,LiteSpeed,1148,America,GA,19 September 2002,04 September 2016,11,3,7,810,12,11,810,730,11,0,0
M0_2177,47,utf-8,9,gunicorn/19.7.1,NaN,America,California,28 July 1995,26 November 2015,13,7,2,2133,11,13,2133,17914,13,0,0
M0_220,47,UTF-8,12,mw2228.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,29,20,8,4167,33,33,4499,3181,33,4,0
M0_2239,47,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,NaN,Australia,NaN,20 July 2006,05 March 2013,7,7,3,618,10,7,618,624,7,0,0
M0_2296,47,UTF-8,9,Server,NaN,America,NV,01 November 1994,30 April 2014,17,7,10,1182,11,17,1182,670,17,0,0
M0_231,47,UTF-8,11,nginx,NaN,Panama,PANAMA,11 November 2007,18 December 2015,61,46,14,6679,68,69,7271,59369,69,8,0
M0_252,47,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,NaN,Australia,NaN,20 July 2006,05 March 2013,14,1,3,2133,18,20,2609,3258,20,6,0
M0_268,47,UTF-8,10,nginx,NaN,NaN,NaN,08 May 2001,19 April 2015,34,0,5,4084,37,42,4684,36205,42,8,0
M0_280,47,utf-8,11,Apache/2.2.15 (Red Hat),NaN,NaN,NaN,NaN,NaN,15,1,7,1552,20,21,2000,2790,21,6,0
M0_287,47,UTF-8,9,Apache/2.4,NaN,America,Pennsylvania,29 May 1996,28 April 2015,31,0,6,3312,38,35,3612,36225,35,4,0
M0_298,47,iso-8859-1,8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,479,Canada,ON,18 October 2002,17 October 2016,31,7,8,3007,29,35,3335,23628,35,4,0
M0_32,47,UTF-8,11,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,10804,NaN,NaN,18 October 2004,02 July 2015,4,2,4,296,9,6,442,778,6,2,0
M0_381,47,utf-8,9,ATS,NaN,America,CA,22 November 2003,01 May 2014,55,45,5,6240,64,63,6824,69305,63,8,0
M0_39,47,UTF-8,9,Apache,14889,NaN,NaN,05 November 1997,14 April 2015,9,1,2,1180,15,13,1484,1834,13,4,0
M0_446,47,UTF-8,10,Apache-Coyote/1.1,9527,GB,London,13 June 1997,05 November 2015,23,2,4,2112,31,29,2530,13191,29,6,0
